Block Type;96well;;;
Chemistry;SYBR_GREEN;;;
Experiment File Name;D:\Documents and Settings\INSTR-ADMIN\My Documents\LukaszL_qPCR\miRNA_2-1.eds;;;
Experiment Run End Time;2017-06-16 11:25:46 AM CEST;;;
Instrument Type;steponeplus;;;
Passive Reference;;;;
;;;;
Well;Cycle;Target Name;Rn;?Rn
D10;24;Target 1;31054,17383;437,6231079
D10;25;Target 1;31171,22656;520,9204712
D10;26;Target 1;31205,83008;521,7685547
D10;27;Target 1;31321,44336;603,6264648
D10;28;Target 1;31485,17578;733,6034546
D10;29;Target 1;31528,07813;742,7504272
D10;30;Target 1;31401,14648;582,0633545
D10;31;Target 1;31674,34766;821,5091553
D10;32;Target 1;31812,96484;926,3709106
D10;33;Target 1;31753,76563;833,4163208
D10;34;Target 1;31916,92578;962,8210449
D10;35;Target 1;31958,05078;970,1906738
D10;36;Target 1;31685,94727;664,3317871
D10;37;Target 1;31773,77539;718,40448
D10;38;Target 1;31919,17773;830,0514526
D10;39;Target 1;31870,23047;747,3487549
D10;40;Target 1;32022,83398;866,1968994
D11;1;Target 1;27699,34961;484,1337891
D11;2;Target 1;27661,31641;357,100647
D11;3;Target 1;27954,24219;561,0264893
D11;4;Target 1;27752,21094;269,9952698
D11;5;Target 1;27799,21094;227,9953308
D11;6;Target 1;27639,10938;-21,10618401
D11;7;Target 1;27790,16211;40,94660187
D11;8;Target 1;27598,82813;-239,3873291
D11;9;Target 1;27585,94336;-341,2720642
D11;10;Target 1;27740,26563;-275,9497375
D11;11;Target 1;27794,1543;-311,0610046
D11;12;Target 1;27791,51367;-402,7015991
D11;13;Target 1;28152,625;-130,59021
D11;14;Target 1;28259,76172;-112,4534378
D11;15;Target 1;28512,66016;51,44504547
D11;16;Target 1;28631,34766;81,13259888
D11;17;Target 1;28731,71875;92,5037384
D11;18;Target 1;28420,55859;-307,6563721
D11;19;Target 1;28860,92188;43,7069664
D11;20;Target 1;29197,96094;291,7460632
D11;21;Target 1;29152,94141;157,726593
D11;22;Target 1;29408,16797;323,9532166
D11;23;Target 1;29107,08984;-66,12486267
D11;24;Target 1;29473,99023;211,7755737
D11;25;Target 1;29888,79688;537,5822754
D11;26;Target 1;30529,98438;1089,769775
D11;27;Target 1;31511,98047;1982,765991
D11;28;Target 1;33413,69141;3795,477051
D11;29;Target 1;36419,71094;6712,496582
D11;30;Target 1;43230,54688;13434,33203
D11;31;Target 1;55235,24219;25350,02734
D11;32;Target 1;76782,51563;46808,30078
D11;33;Target 1;109303,875;79240,66406
D11;34;Target 1;147983,7656;117831,5547
D11;35;Target 1;185905,5938;155664,375
D11;36;Target 1;218101,9063;187771,6875
D11;37;Target 1;242097,5;211678,2813
D11;38;Target 1;261456,625;230948,4063
D11;39;Target 1;270943,0313;240345,8125
D11;40;Target 1;280822,25;250136,0313
D12;1;Target 1;26857,08789;-40,60390472
D12;2;Target 1;27096,25391;196,5499115
D12;3;Target 1;27167,69336;265,9771729
D12;4;Target 1;27035,73438;132,0059967
D12;5;Target 1;26935,07031;29,32974052
D12;6;Target 1;26815,39063;-92,36214447
D12;7;Target 1;26888,56641;-21,19855499
D12;8;Target 1;26893,02344;-18,75371742
D12;9;Target 1;26925,25586;11,46650887
D12;10;Target 1;26781,95313;-133,8484192
D12;11;Target 1;26817,88281;-99,93092346
D12;12;Target 1;26721,59961;-198,2263184
D12;13;Target 1;26755,92773;-165,9104004
D12;14;Target 1;26732,35547;-191,4948578
D12;15;Target 1;26948,83984;22,97732544
D12;16;Target 1;27017,36133;89,48661804
D12;17;Target 1;27044,79297;114,9060593
D12;18;Target 1;26945,10156;13,20246124
D12;19;Target 1;27020,04492;86,13362885
D12;20;Target 1;26987,49219;51,56869888
D12;21;Target 1;26945,11328;7,177596569
D12;22;Target 1;27037,44141;97,49353027
D12;23;Target 1;27008,37891;66,41883087
D12;24;Target 1;27088,60156;144,6292877
D12;25;Target 1;27340,50586;394,5213928
D12;26;Target 1;27655,56641;707,5697632
D12;27;Target 1;27945,68164;995,6727905
D12;28;Target 1;28473,45703;1521,436035
D12;29;Target 1;29382,51953;2428,486328
D12;30;Target 1;31322,32617;4366,280762
D12;31;Target 1;34645,60547;7687,547852
D12;32;Target 1;40783,30469;13823,23438
D12;33;Target 1;50784,21094;23822,12891
D12;34;Target 1;65809,29688;38845,20313
D12;35;Target 1;86305,14063;59339,03516
D12;36;Target 1;109704,6484;82736,53125
D12;37;Target 1;135273,5469;108303,4141
D12;38;Target 1;159856,6563;132884,5156
D12;39;Target 1;181606,5938;154632,4375
D12;40;Target 1;202569,7813;175593,6094
E1;1;Target 1;24228,08594;175,2355499
E1;2;Target 1;24033,89844;-68,87911987
E1;3;Target 1;24248,84766;96,14292145
E1;4;Target 1;24098,36719;-104,2647171
E1;5;Target 1;24333,3418;80,78271484
E1;6;Target 1;24354,64648;52,16022873
E1;7;Target 1;24420,57813;68,16469574
E1;8;Target 1;24416,66406;14,32345772
E1;9;Target 1;24425,71484;-26,55293465
E1;10;Target 1;24352,375;-149,8199463
E1;11;Target 1;24558,86719;6,745059967
E1;12;Target 1;24480,99414;-121,0551605
E1;13;Target 1;24648,40039;-3,576085806
E1;14;Target 1;24636,62109;-65,28255463
E1;15;Target 1;24730,26563;-21,56520081
E1;16;Target 1;24815,83203;14,07403183
E1;17;Target 1;24847,30859;-4,376579762
E1;18;Target 1;24950,7168;49,10445023
E1;19;Target 1;25066,53516;114,995636
E1;20;Target 1;25048,06641;46,59970856
E1;21;Target 1;25070,9375;19,54362869
E1;22;Target 1;25182,91406;81,59301758
E1;23;Target 1;25230,76563;79,51740265
E1;24;Target 1;25386,77148;185,5960846
E1;25;Target 1;25480,37695;229,2743835
E1;26;Target 1;25517,94336;216,91362
E1;27;Target 1;25875,34961;524,3927002
E1;28;Target 1;26325,16406;924,2799683
E1;29;Target 1;27094,4082;1643,596924
E1;30;Target 1;28629,91406;3129,175537
E1;31;Target 1;31476,76172;5926,096191
E1;32;Target 1;36777,15625;11176,56348
E1;33;Target 1;46834,32813;21183,80859
E1;34;Target 1;64146,11328;38445,66797
E1;35;Target 1;89495,34375;63744,96875
E1;36;Target 1;120057,5156;94257,21094
E1;37;Target 1;152668,6719;126818,4453
E1;38;Target 1;181301,5938;155401,4375
E1;39;Target 1;207436,2813;181486,2031
E1;40;Target 1;228849,5313;202849,5156
E2;1;Target 1;27683,58008;224,9060364
E2;2;Target 1;27757,40625;328,0948792
E2;3;Target 1;27417,10156;17,15283203
E2;4;Target 1;27297,70313;-72,88294983
E2;5;Target 1;27478,14844;136,9250183
E2;6;Target 1;27364,17578;52,31501007
E2;7;Target 1;27058,38086;-224,1172638
E2;8;Target 1;27258,22266;5,087193012
E2;9;Target 1;27309,29297;85,52015686
E2;10;Target 1;27080,27734;-114,1328125
E2;11;Target 1;27495,375;330,3274841
E2;12;Target 1;27768,40625;632,7213745
E2;13;Target 1;28038,25391;931,9317017
E2;14;Target 1;28672,47266;1595,513062
E2;15;Target 1;29358,33203;2310,735107
E2;16;Target 1;30733,98828;3715,75415
E2;17;Target 1;33187,71875;6198,847168
E2;18;Target 1;38256,85156;11297,34277
E2;19;Target 1;47976,55469;21046,4082
E2;20;Target 1;65659,30469;38758,51953
E2;21;Target 1;96148,375;69276,95313
E2;22;Target 1;142118,9375;115276,8828
E2;23;Target 1;193697,0625;166884,3594
E2;24;Target 1;235658,75;208875,4219
E2;25;Target 1;267609,625;240855,6563
E2;26;Target 1;293863,1563;267138,5625
E2;27;Target 1;310635,125;283939,875
E2;28;Target 1;325753,1875;299087,3125
E2;29;Target 1;338600,5313;311964
E2;30;Target 1;347087,9688;320480,8125
E2;31;Target 1;352470,0938;325892,3125
E2;32;Target 1;356856,4063;330307,9688
E2;33;Target 1;361922,125;335403,0625
E2;34;Target 1;363789,5;337299,7813
E2;35;Target 1;362901,6563;336441,3125
E2;36;Target 1;368422,0625;341991,0938
E2;37;Target 1;369084,125;342682,5
E2;38;Target 1;372705,5938;346333,3438
E2;39;Target 1;372684,1875;346341,2813
E2;40;Target 1;372584,9688;346271,4375
E3;1;Target 1;25457,9375;-119,2609406
E3;2;Target 1;25680,08008;59,07304764
E3;3;Target 1;25694,30469;29,48906326
E3;4;Target 1;25668,55078;-40,07343674
E3;5;Target 1;25791,85547;39,42265701
E3;6;Target 1;25719,66016;-76,58125305
E3;7;Target 1;25887,79297;47,74296951
E3;8;Target 1;25880,65625;-3,202343702
E3;9;Target 1;25917,13672;-10,53046894
E3;10;Target 1;26061,92969;90,4539032
E3;11;Target 1;26166,01172;150,7273407
E3;12;Target 1;26265,19531;206,1023407
E3;13;Target 1;26390,32617;287,4246216
E3;14;Target 1;26511,84766;365,1375122
E3;15;Target 1;26648,18359;457,664856
E3;16;Target 1;26720,64063;486,3132935
E3;17;Target 1;26880,73242;602,5964966
E3;18;Target 1;26970,33203;648,3875122
E3;19;Target 1;27034,36719;668,6140747
E3;20;Target 1;27121,96094;712,399231
E3;21;Target 1;27249,79688;796,4265747
E3;22;Target 1;27374,8457;877,6668091
E3;23;Target 1;27499,54102;958,5535278
E3;24;Target 1;27704,91211;1120,115967
E3;25;Target 1;27712,37695;1083,772217
E3;26;Target 1;27751,81641;1079,403076
E3;27;Target 1;27867,71094;1151,489014
E3;28;Target 1;27953,73438;1193,703857
E3;29;Target 1;28154,6875;1350,848389
E3;30;Target 1;28135,56641;1287,918701
E3;31;Target 1;28260,14844;1368,692139
E3;32;Target 1;28398,97852;1463,713623
E3;33;Target 1;28577,40234;1598,328857
E3;34;Target 1;28506,94922;1484,067139
E3;35;Target 1;28674,77344;1608,082764
E3;36;Target 1;28691,84375;1581,344482
E3;37;Target 1;28813,98047;1659,672607
E3;38;Target 1;28874,03516;1675,918701
E3;39;Target 1;29016,41797;1774,49292
E3;40;Target 1;29017,26367;1731,530029
E4;1;Target 1;28931,37891;731,105835
E4;2;Target 1;28912,94336;619,5513306
E4;3;Target 1;28806,07813;419,5671692
E4;4;Target 1;28486,35742;6,727515697
E4;5;Target 1;28683,3418;110,5929413
E4;6;Target 1;28544,44922;-121,4185944
E4;7;Target 1;28644,54688;-114,439888
E4;8;Target 1;28740,83984;-111,2658691
E4;9;Target 1;28840,59766;-104,6270142
E4;10;Target 1;28775,05859;-263,2850342
E4;11;Target 1;29031,43164;-100,0309296
E4;12;Target 1;29102,82227;-121,7592621
E4;13;Target 1;29214,08203;-103,6184464
E4;14;Target 1;29486,52148;75,70205688
E4;15;Target 1;29532,68555;28,74716568
E4;16;Target 1;29808,80664;211,7493134
E4;17;Target 1;29877,53516;187,3588715
E4;18;Target 1;29700,82422;-82,47101593
E4;19;Target 1;30009,41406;132,9998779
E4;20;Target 1;30209,25195;239,718811
E4;21;Target 1;30366,10547;303,4533691
E4;22;Target 1;30393;237,2289581
E4;23;Target 1;30396,79297;147,9029694
E4;24;Target 1;30419,50195;77,49300385
E4;25;Target 1;30525,02734;89,89943695
E4;26;Target 1;30640,05273;111,8058777
E4;27;Target 1;30779,12305;157,7572327
E4;28;Target 1;30856,9082;142,4234467
E4;29;Target 1;31162,45313;354,8494263
E4;30;Target 1;31125,29883;224,5761566
E4;31;Target 1;31123,52734;129,68573
E4;32;Target 1;31084,97461;-1,985960722
E4;33;Target 1;31098,1582;-81,92131805
E4;34;Target 1;31166,42578;-106,7726898
E4;35;Target 1;31174,66797;-191,6494598
E4;36;Target 1;31208,55859;-250,8777924
E4;37;Target 1;31488,30078;-64,25454712
E4;38;Target 1;31469,66016;-176,0141296
E4;39;Target 1;31415,16602;-323,6272278
E4;40;Target 1;31542,46484;-289,4473572
E5;1;Target 1;30758,5957;-224,1300507
E5;2;Target 1;31017,04297;-56,93815613
E5;3;Target 1;31172,26367;7,02717638
E5;4;Target 1;31159,49219;-96,99967957
E5;5;Target 1;31372,38086;24,63362694
E5;6;Target 1;31646,95898;207,9563751
E5;7;Target 1;31764,53906;234,2810974
E5;8;Target 1;31612,56641;-8,946933746
E5;9;Target 1;31670,66406;-42,10464478
E5;10;Target 1;31812,8457;8,82162571
E5;11;Target 1;31914,01953;18,74008369
E5;12;Target 1;31697,79688;-288,7379456
E5;13;Target 1;31832,92578;-244,8644104
E5;14;Target 1;32067,8418;-101,2037582
E5;15;Target 1;32229,58594;-30,71498489
E5;16;Target 1;32568,55078;216,9944916
E5;17;Target 1;32339,32227;-103,4893951
E5;18;Target 1;32406,36523;-127,7017975
E5;19;Target 1;32795,75781;170,4354095
E5;20;Target 1;32799,08594;82,50817108
E5;21;Target 1;32686,39648;-121,4366531
E5;22;Target 1;33093,89063;194,802124
E5;23;Target 1;32981,35938;-8,984498024
E5;24;Target 1;33172,77344;91,17419434
E5;25;Target 1;33245,79688;72,94226074
E5;26;Target 1;33802,92969;538,8197021
E5;27;Target 1;34502,23438;1146,869019
E5;28;Target 1;34564,27734;1117,656616
E5;29;Target 1;35654,20313;2116,327148
E5;30;Target 1;37595,12109;3965,989746
E5;31;Target 1;40457,50781;6737,121094
E5;32;Target 1;47263,90625;13452,26367
E5;33;Target 1;58870,86719;24967,96875
E5;34;Target 1;80295,29688;46301,14453
E5;35;Target 1;112237,7031;78152,29688
E5;36;Target 1;157334,1563;123157,4922
E5;37;Target 1;205753,2969;171485,375
E5;38;Target 1;241634,2344;207275,0625
E5;39;Target 1;268332,9375;233882,5
E5;40;Target 1;295541,0625;260999,375
E6;1;Target 1;32032,96289;61,61542511
E6;2;Target 1;32287,42188;243,0909882
E6;3;Target 1;32331,125;213,8106995
E6;4;Target 1;32173,35156;-16,94615555
E6;5;Target 1;32323,32617;60,04503632
E6;6;Target 1;32230,21484;-106,0497055
E6;7;Target 1;32219,71484;-189,5331268
E6;8;Target 1;32317,76758;-164,4638062
E6;9;Target 1;32604,22266;49,00785065
E6;10;Target 1;32687,2168;59,01857376
E6;11;Target 1;32680,60547;-20,57617188
E6;12;Target 1;32790,02734;15,86228561
E6;13;Target 1;32878,58203;31,4335556
E6;14;Target 1;32815,54297;-104,5889282
E6;15;Target 1;33141,375;148,2596893
E6;16;Target 1;33114,99219;48,89345932
E6;17;Target 1;33210,86328;71,78113556
E6;18;Target 1;33150,19141;-61,87415695
E6;19;Target 1;33250,96875;-34,08023071
E6;20;Target 1;33155,60156;-202,4308319
E6;21;Target 1;33320,74219;-110,2736282
E6;22;Target 1;33456,60938;-47,38985825
E6;23;Target 1;33604,32813;27,34547424
E6;24;Target 1;33642,31641;-7,649662971
E6;25;Target 1;33842,91797;119,968483
E6;26;Target 1;33967,6875;171,7545929
E6;27;Target 1;34519,27344;650,3571167
E6;28;Target 1;35253,36328;1311,463501
E6;29;Target 1;36633,80078;2618,917725
E6;30;Target 1;39236,82422;5148,95752
E6;31;Target 1;44744,75781;10583,9082
E6;32;Target 1;54363,36328;20129,5293
E6;33;Target 1;71893,57813;37586,76172
E6;34;Target 1;99626,39063;65246,58984
E6;35;Target 1;137886,6875;103433,9063
E6;36;Target 1;179179,6875;144653,9219
E6;37;Target 1;218905,9531;184307,2031
E6;38;Target 1;251661,1875;216989,4531
E6;39;Target 1;278870;244125,2813
E6;40;Target 1;298110,875;263293,1875
E7;1;Target 1;29231,46094;318,9154663
E7;2;Target 1;29138,20703;138,3111572
E7;3;Target 1;29199,37109;112,1248093
E7;4;Target 1;29093,78516;-80,8115387
E7;5;Target 1;29330,09766;68,15055847
E7;6;Target 1;29449,34375;100,0462418
E7;7;Target 1;29372,46484;-64,18306732
E7;8;Target 1;29503,84375;-20,15457153
E7;9;Target 1;29393,01953;-218,3291931
E7;10;Target 1;29520,58984;-178,1092987
E7;11;Target 1;29834,35547;48,30592728
E7;12;Target 1;29898,89063;25,49067497
E7;13;Target 1;30128,89648;168,1461334
E7;14;Target 1;30075,86719;27,76642227
E7;15;Target 1;30328,00977;192,5585938
E7;16;Target 1;30115,73047;-107,0711136
E7;17;Target 1;30304,99023;-5,161751747
E7;18;Target 1;30332,69531;-64,80708313
E7;19;Target 1;30465,16406;-19,68873787
E7;20;Target 1;30786,19922;213,9960175
E7;21;Target 1;30571,02539;-88,52822113
E7;22;Target 1;30767,24023;20,33621216
E7;23;Target 1;30745,08203;-89,17240143
E7;24;Target 1;30755,29688;-166,3079681
E7;25;Target 1;30977,61914;-31,33610344
E7;26;Target 1;30927,08203;-169,2236176
E7;27;Target 1;31509,61914;325,9630737
E7;28;Target 1;31308,63867;37,63220596
E7;29;Target 1;31396,27734;37,92047119
E7;30;Target 1;31769,58984;323,8825684
E7;31;Target 1;32426,73438;893,6766968
E7;32;Target 1;33734,65625;2114,248047
E7;33;Target 1;35420,49219;3712,733643
E7;34;Target 1;38776,60938;6981,500488
E7;35;Target 1;44263,48438;12381,02539
E7;36;Target 1;55678,29297;23708,48242
E7;37;Target 1;76645,14844;44587,98828
E7;38;Target 1;106074,0547;73929,54688
E7;39;Target 1;144181,7031;111949,8438
E7;40;Target 1;183279,625;150960,4063
E8;1;Target 1;27840,51953;-486,200531
E8;2;Target 1;28415,3125;88,59244537
E8;3;Target 1;28724,32813;397,6080627
E8;4;Target 1;28579,08984;252,3697968
E8;5;Target 1;28681,22852;354,5084534
E8;6;Target 1;28777,67188;450,9518127
E8;7;Target 1;28876,17578;549,4557495
E8;8;Target 1;29035,80273;709,0827026
E8;9;Target 1;29162,24609;835,526062
E8;10;Target 1;29266,17578;939,4557495
E8;11;Target 1;29436,34961;1109,629517
E8;12;Target 1;29489,25781;1162,53772
E8;13;Target 1;29637,17188;1310,451782
E8;14;Target 1;29768,75195;1442,03186
E8;15;Target 1;29969,82813;1643,108032
E8;16;Target 1;30045,68359;1718,963501
E8;17;Target 1;30163,48438;1836,764282
E8;18;Target 1;30189,62109;1862,901001
E8;19;Target 1;30351,0293;2024,309204
E8;20;Target 1;30364,59375;2037,873657
E8;21;Target 1;30589,40039;2262,68042
E8;22;Target 1;30822,41211;2495,692139
E8;23;Target 1;30864,81641;2538,096436
E8;24;Target 1;30961,76172;2635,041748
E8;25;Target 1;31138,24609;2811,526123
E8;26;Target 1;31237,63867;2910,918701
E8;27;Target 1;31652,56641;3325,846436
E8;28;Target 1;32076,79883;3750,078857
E8;29;Target 1;32817,32813;4490,60791
E8;30;Target 1;34301,42578;5974,705566
E8;31;Target 1;37387,35156;9060,631836
E8;32;Target 1;42927,85938;14601,13965
E8;33;Target 1;53191,33594;24864,61523
E8;34;Target 1;70971,86719;42645,14844
E8;35;Target 1;96857,82813;68531,10938
E8;36;Target 1;126236,6406;97909,92188
E8;37;Target 1;157586,9688;129260,25
E8;38;Target 1;185953,75;157627,0313
E8;39;Target 1;209996,4375;181669,7188
E8;40;Target 1;230450,2188;202123,5
E9;1;Target 1;29247,19727;118,2444229
E9;2;Target 1;29604,19727;390,6911011
E9;3;Target 1;29504,91992;206,8604584
E9;4;Target 1;29435,05859;52,44582367
E9;5;Target 1;29526,95898;59,7929039
E9;6;Target 1;29485,0332;-66,68618774
E9;7;Target 1;29681,67969;45,40699005
E9;8;Target 1;29673,85547;-46,97053528
E9;9;Target 1;29702,68555;-102,6937714
E9;10;Target 1;29801,91797;-88,01465607
E9;11;Target 1;29883,24609;-91,23983765
E9;12;Target 1;30024,22656;-34,81267929
E9;13;Target 1;29992,5918;-151,0007477
E9;14;Target 1;30136,08594;-92,05992126
E9;15;Target 1;30320,17188;7,472707272
E9;16;Target 1;30478,72461;81,47212982
E9;17;Target 1;30525,29297;43,48718262
E9;18;Target 1;30464,36133;-101,9977646
E9;19;Target 1;30734,30469;83,39228821
E9;20;Target 1;30930,61133;195,1456146
E9;21;Target 1;30927,44336;107,4243393
E9;22;Target 1;31126,42773;221,8554077
E9;23;Target 1;31193,21094;204,0852966
E9;24;Target 1;31439,15625;365,4772949
E9;25;Target 1;31657,05469;498,8224182
E9;26;Target 1;31826,39453;583,6089478
E9;27;Target 1;32002,38672;675,0478516
E9;28;Target 1;32438,64453;1026,752319
E9;29;Target 1;32969,98047;1473,535034
E9;30;Target 1;34181,72266;2600,723877
E9;31;Target 1;36186,8125;4521,260254
E9;32;Target 1;40134,4375;8384,332031
E9;33;Target 1;47676,39844;15841,73926
E9;34;Target 1;62126,21875;30207,00586
E9;35;Target 1;87853,57813;55849,8125
E9;36;Target 1;129445,5156;97357,19531
E9;37;Target 1;182689,2344;150516,3594
E9;38;Target 1;232146,0156;199888,5938
E9;39;Target 1;272189,375;239847,3906
E9;40;Target 1;301871;269444,4688
E10;1;Target 1;29698,48047;922,4430542
E10;2;Target 1;29562,81836;673,5731812
E10;3;Target 1;29295,23047;292,7774963
E10;4;Target 1;29187,60742;71,94664764
E10;5;Target 1;29352,43359;123,565033
E10;6;Target 1;29237,04102;-105,0353317
E10;7;Target 1;29519,19531;63,9111824
E10;8;Target 1;29585,5957;17,10378647
E10;9;Target 1;29819,91992;138,2202148
E10;10;Target 1;29601,42188;-193,485611
E10;11;Target 1;29665,51953;-242,5957489
E10;12;Target 1;29914,25781;-107,0652466
E10;13;Target 1;29806,80664;-327,7242126
E10;14;Target 1;30067,25391;-180,484726
E10;15;Target 1;30428,46289;67,51647186
E10;16;Target 1;30448,15234;-26,00185966
E10;17;Target 1;30604,56641;17,20441628
E10;18;Target 1;30558,85742;-141,7123566
E10;19;Target 1;30790,97266;-22,80490685
E10;20;Target 1;31031,19336;104,2080078
E10;21;Target 1;31246,00781;205,814682
E10;22;Target 1;31398,04297;244,6420441
E10;23;Target 1;31190,61719;-75,99151611
E10;24;Target 1;31330,21289;-49,60360336
E10;25;Target 1;31559,26172;66,23744202
E10;26;Target 1;31637,80469;31,5726223
E10;27;Target 1;31909,76758;190,3277283
E10;28;Target 1;32026,4375;193,789856
E10;29;Target 1;32293,88281;348,0273743
E10;30;Target 1;33012,94531;953,8820801
E10;31;Target 1;34239,92969;2067,658691
E10;32;Target 1;36566,96875;4281,489746
E10;33;Target 1;40980,77344;8582,086914
E10;34;Target 1;49335,21094;16823,31641
E10;35;Target 1;64102,61328;31477,51172
E10;36;Target 1;88124,03125;55385,72266
E10;37;Target 1;119873,3594;87021,84375
E10;38;Target 1;151559,1094;118594,3828
E10;39;Target 1;181979,0156;148901,0781
E10;40;Target 1;210720,7813;177529,6406
E11;1;Target 1;27782,11719;480,8086243
E11;2;Target 1;27456,52539;158,2565918
E11;3;Target 1;27662,04492;366,8158569
E11;4;Target 1;27313,71094;21,52163696
E11;5;Target 1;27381,54492;92,39537811
E11;6;Target 1;27266,375;-19,73479271
E11;7;Target 1;27224,21875;-58,85129166
E11;8;Target 1;27141,53906;-138,4912262
E11;9;Target 1;26992,53125;-284,4592896
E11;10;Target 1;27120,81641;-153,1343689
E11;11;Target 1;27077,76953;-193,1414948
E11;12;Target 1;27126,97266;-140,8986206
E11;13;Target 1;27338,91602;74,08449554
E11;14;Target 1;27334,15234;72,36057281
E11;15;Target 1;27345,56641;86,81439209
E11;16;Target 1;27307,68945;51,97719193
E11;17;Target 1;27475,41406;222,7415466
E11;18;Target 1;27467,75977;218,1270142
E11;19;Target 1;27692,08984;445,4968262
E11;20;Target 1;27805,16406;561,6108398
E11;21;Target 1;27858,15234;617,638855
E11;22;Target 1;27973,63672;736,1629639
E11;23;Target 1;27979,14844;744,7144165
E11;24;Target 1;28221,68164;990,2874146
E11;25;Target 1;28481,82617;1253,47168
E11;26;Target 1;28846,67188;1621,357178
E11;27;Target 1;29607,53125;2385,256348
E11;28;Target 1;30930,77734;3711,542236
E11;29;Target 1;33344,73828;6128,542969
E11;30;Target 1;38270,80859;11057,65332
E11;31;Target 1;47033,29688;19823,18164
E11;32;Target 1;63089,04688;35881,96875
E11;33;Target 1;87888,92969;60684,89453
E11;34;Target 1;119557,6953;92356,69531
E11;35;Target 1;154682,3906;127484,4375
E11;36;Target 1;188216,1719;161021,25
E11;37;Target 1;217826,3438;190634,4688
E11;38;Target 1;241598,1875;214409,3438
E11;39;Target 1;259494,8281;232309,0313
E11;40;Target 1;277053,7813;249871,0156
E12;1;Target 1;25478,82617;-62,08121872
E12;2;Target 1;25688,86328;196,4184113
E12;3;Target 1;25563,93359;119,9512482
E12;4;Target 1;25454,6875;59,16767502
E12;5;Target 1;25448,9043;101,8469925
E12;6;Target 1;25300,32813;1,73334384
E12;7;Target 1;25122,69727;-127,4349899
E12;8;Target 1;25051,31641;-150,3533325
E12;9;Target 1;25022,28906;-130,9181519
E12;10;Target 1;25007,59961;-97,1450882
E12;11;Target 1;25020,7832;-35,49897003
E12;12;Target 1;24972,12109;-35,69855499
E12;13;Target 1;25132,95703;173,5998993
E12;14;Target 1;25031,64453;120,7499237
E12;15;Target 1;24927,50977;65,0776825
E12;16;Target 1;24979,3125;165,3429413
E12;17;Target 1;24993,18555;227,6785126
E12;18;Target 1;25104,42969;387,3851624
E12;19;Target 1;25260,25781;591,6758423
E12;20;Target 1;25261,08203;640,9625854
E12;21;Target 1;25613,80859;1042,151611
E12;22;Target 1;25821,06445;1297,869995
E12;23;Target 1;26374,26172;1899,529785
E12;24;Target 1;27444,83984;3018,570557
E12;25;Target 1;29262,10156;4884,294922
E12;26;Target 1;32868,05469;8538,709961
E12;27;Target 1;39518,80469;15237,92285
E12;28;Target 1;51400,22656;27167,80664
E12;29;Target 1;70044,38281;45860,42578
E12;30;Target 1;91756,07813;67620,58594
E12;31;Target 1;113856,6016;89769,57031
E12;32;Target 1;135259,6875;111221,1172
E12;33;Target 1;156038,3125;132048,2031
E12;34;Target 1;173895,8594;149954,2188
E12;35;Target 1;189836,9375;165943,75
E12;36;Target 1;204688,125;180843,4063
E12;37;Target 1;218395,25;194599
E12;38;Target 1;230460,5781;206712,7813
E12;39;Target 1;241597,625;217898,2969
E12;40;Target 1;250703,9219;227053,0469
F1;1;Target 1;23818,66406;742,5182495
F1;2;Target 1;23408,80469;302,7566223
F1;3;Target 1;23260,61719;124,6668777
F1;4;Target 1;23097,38281;-68,46973419
F1;5;Target 1;23336,55469;140,7998962
F1;6;Target 1;23420,87109;195,2140656
F1;7;Target 1;23396,35547;140,7962036
F1;8;Target 1;23334,77734;49,31583786
F1;9;Target 1;23199,14063;-116,2231216
F1;10;Target 1;23178,10547;-167,1605225
F1;11;Target 1;23305,61914;-69,54908752
F1;12;Target 1;23325,90625;-79,16421509
F1;13;Target 1;23375,64453;-59,32817841
F1;14;Target 1;23350,61523;-114,2597122
F1;15;Target 1;23377,77344;-117,0037537
F1;16;Target 1;23380,31641;-144,3630219
F1;17;Target 1;23451,07813;-103,50354
F1;18;Target 1;23549,02734;-35,45656586
F1;19;Target 1;23679,6582;65,27205658
F1;20;Target 1;23603,17578;-41,11260605
F1;21;Target 1;23604,62891;-69,5617218
F1;22;Target 1;23794,78516;90,69228363
F1;23;Target 1;23857,24805;123,2529373
F1;24;Target 1;24019,04297;255,1456146
F1;25;Target 1;23960,7832;166,9836121
F1;26;Target 1;23974,81055;151,1087189
F1;27;Target 1;24215,96094;362,3568726
F1;28;Target 1;24460,64453;577,1382446
F1;29;Target 1;24722,31055;808,9019775
F1;30;Target 1;25104,85547;1161,544678
F1;31;Target 1;25819,91797;1846,704956
F1;32;Target 1;27300,67773;3297,5625
F1;33;Target 1;30065,56641;6032,548828
F1;34;Target 1;35189,97266;11127,05273
F1;35;Target 1;44600,70313;20507,88086
F1;36;Target 1;60574,03516;36451,3125
F1;37;Target 1;85332,74219;61180,11719
F1;38;Target 1;116373,3828;92190,85156
F1;39;Target 1;150735,3281;126522,8984
F1;40;Target 1;183903,5938;159661,2656
F2;1;Target 1;29022,60352;936,7050171
F2;2;Target 1;28968,20117;776,2438965
F2;3;Target 1;28822,83594;524,8198853
F2;4;Target 1;28750,07813;346,0032654
F2;5;Target 1;28919,56836;409,4346924
F2;6;Target 1;28842,09766;225,9051971
F2;7;Target 1;28510,08008;-212,1711731
F2;8;Target 1;28840,75195;12,44190884
